parcel_id,zoning,lot_sqft
5169176,RD (f13.5; a510; d0.45),5513
5169269,RD (f13.5; a510; d0.45),5513
5169446,RS (f18.0; a665),3583
5169676,RD (f13.5; a510; d0.45),5649
5169706,RD (f13.5; a510; d0.45),7223
5169765,RD (f13.5; a510; d0.45),77011
5169893,RM (f18.0; a665; u4),3777
5169923,E 1.0,34676
5170086,RD (f13.5; a510; d0.45),5622
5170108,RD (f13.5; a510; d0.45),5609
5170227,UT,14857
5170229,EL 1.0,17803
5170261,RM (f18.0; a665; u4),4289
5170301,RD (d0.45) (x1246),8046
5170395,RD (d0.45) (x1246),15459
5170445,RS (f18.0; a665),3893
5170551,RM (f18.0; a665; u4),3776
5170579,RD (f13.5; a510; d0.45),7497
5170591,RS (f18.0; a665),8957
5170626,RD (f13.5; a510; d0.45),6096
5170723,RD (f13.5; a510; d0.45),7660
5170791,RS (f18.0; a665),3449
5170895,RD (f13.5; a510; d0.45),5511
5171026,RS (f18.0; a665),3155
5171057,RD (f13.5; a510; d0.45) (x1299),13465
5171120,RD (f15.0; a550) (x5),6200
5171190,RM (f18.0; a665; u4),3857
5171353,RS (f18.0; a665),3450
5171357,E 1.0,30415
5171502,RM (f18.0; a665; u4),5956
5171598,RD (f13.5; a510; d0.45),6122
5171623,RD (f13.5; a510; d0.45),5747
5171716,RD (f15.0; a550) (x5),6220
5171784,RD (f13.5; a510; d0.45) (x1299),8335
5171796,RD (f13.5; a510; d0.45),5511
5171853,RD (f13.5; a510; d0.45) (x1299),10179
5172014,RD (f13.5; a510; d0.45) (x1299),7498
5172015,RD (f13.5; a510; d0.45),5511
5172274,RS (f18.0; a665),4733
5172316,RD (f13.5; a510; d0.45),5002
5172321,RM (f18.0; a665; u4),3578
5172330,RD (f13.5; a510; d0.45) (x1299),7498
5172422,RD (f13.5; a510; d0.45),5717
5172446,RD (f15.0; a550) (x5),6015
5172502,RS (f18.0; a665),3449
5172543,RD (f15.0; a550) (x5),6013
5172841,RM (f18.0; a665; u4),3693
5172554,RD (f15.0; a550) (x5),6014
5172704,RD (f13.5; a510; d0.45),5075
5172722,RM (f18.0; a665; u4),3606
5172728,RD (f13.5; a510; d0.45),8677
5172729,RM (f18.0; a665; u4),3691
5172763,RD (f15.0; a550) (x5),6019
5172982,RD (f13.5; a510; d0.45),5707
5173027,RD (f13.5; a510; d0.45) (x1299),13429
5173032,E 1.0,60243
5173074,RM (f18.0; a665; u4),4230
5173089,RD (f15.0; a550) (x5),6002
5173091,RD (f13.5; a510; d0.45),5989
5173156,RD (f15.0; a550) (x5),5997
5173194,RD (f15.0; a550) (x5),7345
5173200,RM (f18.0; a665; u4),4030
5173244,RD (f13.5; a510; d0.45) (x1299),7499
5173250,RM (f18.0; a665; u4),4033
5173262,ON,16465
5173263,RM (f18.0; a665; u4),4034
5173453,RD (f15.0; a550) (x5),5998
5173351,RD (f13.5; a510; d0.45),8926
5173512,RM (f18.0; a665; u4),3978
5173721,OR,100749
5173599,RD (f13.5; a510; d0.45),5656
5173977,RM (f18.0; a665; u4),3949
5174043,RD (f13.5; a510; d0.45),5338
5174182,RM (f18.0; a665; u4),4208
5174344,EL 1.0 (x10),55779
5174418,RD (f13.5; a510; d0.45),10784
5174477,RD (f15.0; a550) (x5),6800
5174710,RD (f13.5; a510; d0.45),5687
5174789,RD (f13.5; a510; d0.45),5001
5174936,RM (f18.0; a665; u4),4095
5174999,RM (f18.0; a665; u4),3749
5175118,RD (f13.5; a510; d0.45),6524
5175233,RD (f13.5; a510; d0.45),5505
5175288,RM (f18.0; a665; u4),3594
5175816,RD (f13.5; a510; d0.45),6458
5175416,RD (f13.5; a510; d0.45),5002
5175533,RM (f18.0; a665; u4),4292
5175624,RD (f13.5; a510; d0.45),5002
5175663,RM (f18.0; a665; u4),4325
5175846,RD (f13.5; a510; d0.45),5848
5175884,RM (f18.0; a665; u4),8043
5175890,RD (f13.5; a510; d0.45),5499
5176041,RD (f13.5; a510; d0.45),6704
5176098,RD (f13.5; a510; d0.45),6704
5176142,RD (f13.5; a510; d0.45) (x1299),7250
5176150,RD (f13.5; a510; d0.45),8798
5176320,RD (f13.5; a510; d0.45),6219
5176419,RM (f21.0; a925; d0.85),3888
5176463,RM (f18.0; a665; u4),4013
5176483,RM (f18.0; a665; u4),3648
5176539,E 1.0,77484
5176636,EL 1.0 (x10),20497
5176779,RD (f13.5; a510; d0.45),5499
5176797,RM (f18.0; a665; u4),4399
5176848,RD (f13.5; a510; d0.45),6049
5176951,RD (f13.5; a510; d0.45),5755
5176968,RM (f18.0; a665; u4),3485
5177070,RD (f13.5; a510; d0.45),4930
5177080,RD (f13.5; a510; d0.45),6683
5177108,RD (f13.5; a510; d0.45),5002
5177152,RD (f13.5; a510; d0.45),5087
5177230,RM (f18.0; a665; u4),3785
5177290,EL 1.0 (x10),74281
5177356,RM (f18.0; a665; u4),3595
5177557,RD (f13.5; a510; d0.45),5700
5177641,CL 2.0 (x193),58871
5177653,RD (f13.5; a510; d0.45),6048
5177755,RD (f13.5; a510; d0.45),6639
5177768,RD (f13.5; a510; d0.45),5001
5177866,RD (f13.5; a510; d0.45),5001
5177948,RM (f18.0; a665; u4),3867
5178093,RD (f13.5; a510; d0.45),5268
5178107,RM (f18.0; a665; u4),3859
5178129,RD (f13.5; a510; d0.45),5959
5178195,RM (u4; au139.0),3872
5178335,RA (f30.0; a1375),14488
5178343,RD (f13.5; a510; d0.45),4997
5190399,RD (f9.0; a290; d0.6) (x1),4519
5178565,RM (f18.0; a665; u4),3904
5178611,RD (f13.5; a510; d0.45),5430
5178692,RM (f18.0; a665; u4),3648
5178730,RD (f13.5; a510; d0.45),5119
5178736,RD (f13.5; a510; d0.45),8804
5178809,E 1.0 (x82),87235
5178939,CR 2.0 (c2.0; r1.5) SS3  (x1111),3593
5178985,RD (f13.5; a510; d0.45),6180
5179028,RM (u4; au139.0),3888
5179067,RM (f18.0; a665; u4),4022
5179347,CR 2.0 (c2.0; r1.5) SS3,3145
5179411,CR 2.0 (c2.0; r1.5) SS3  (x1111),3154
5179448,RM (f18.0; a665; u4),3762
5179483,CR 2.0 (c2.0; r1.5) SS3  (x1111),4955
5179555,RS (f18.0; a665),3643
5179557,RM (f18.0; a665; u4),4028
5179560,RM (f18.0; a665; u4),3742
5179598,RD (f13.5; a510; d0.45),5773
5179663,RS (f18.0; a665),1161
5179699,RD (f13.5; a510; d0.45),2199
5179745,CR 2.0 (c2.0; r1.5) SS3,6064
5179755,CR 2.0 (c2.0; r1.5) SS3,3139
5179761,RS (f18.0; a665),4138
5179801,RD (d0.45) (x2),4173
5179853,RD (f13.5; a510; d0.45),5500
5179894,RM (f18.0; a665; u4),3856
5179956,RD (f13.5; a510; d0.45),9706
5179981,RM (f18.0; a665; u4),4959
5180277,RD (f13.5; a510; d0.45),5748
5180286,RD (f13.5; a510; d0.45),5999
5180332,RD (f15.0; a550) (x5),6231
5180382,RD (f13.5; a510; d0.45),6049
5180394,RD (f13.5; a510; d0.45),5518
5180438,RM (f18.0; a665; u4),166
5180519,RM (u4) (x18),3596
5180581,RS (f18.0; a665),3666
5180636,RD (f13.5; a510; d0.45),6599
5180673,RS (f18.0; a665),3666
5180747,RM (f18.0; a665; u4),4906
5180867,RD (d0.45) (x2),4049
5181073,RD (f15.0; a550) (x5),6688
5181151,RD (d0.45) (x2),3759
5181281,RM (f18.0; a665; u4),4203
5181379,RS (f18.0; a665),4507
5181421,RS (f18.0; a665),3666
5181496,RS (f18.0; a665),3452
5181655,RD (f13.5; a510; d0.45),5499
5181722,RD (f13.5; a510; d0.45),6154
5181772,RS (f18.0; a665),4357
5181845,RD (f15.0; a550) (x5),6000
5181974,RD (d0.45) (x2),4050
5181998,RD (f15.0; a550) (x5),6000
5182013,RD (f18.0; a690),7840
5182032,RD (f13.5; a510; d0.45),5499
5182272,RD (f13.5; a510; d0.45),5060
5182456,RD (d0.45) (x2),4050
5182497,RD (d0.45) (x2),3740
5182588,RS (f18.0; a665),12299
5182666,RD (d0.45) (x2),4050
5182975,RM (f18.0; a665; u4),3860
5183116,RS (f18.0; a665),4487
5183167,RM (f18.0; a665; u4),3725
5183210,RD (d0.45) (x2),3599
5183418,RS (f18.0; a665),4506
5183436,RD (f13.5; a510; d0.45),9422
5183949,RD (f13.5; a510; d0.45),5365
5183499,RD (f13.5; a510; d0.45),121438
5183640,RD (f13.5; a510; d0.45),8644
5183710,RD (f15.0; a550) (x5),6599
5183727,RD (d0.45) (x2),5043
5183821,RD (f15.0; a550) (x5),6381
5183898,RD (d0.45) (x2),3607
5183916,RD (f15.0; a550) (x5),6199
5183980,RD (f15.0; a550) (x5),6439
5184003,RD (d0.45) (x2),3982
5184034,RD (f13.5; a510; d0.45),8646
5184046,RD (f18.0; a690),7491
5184110,RD (d0.45) (x2),3644
5184121,RD (f13.5; a510; d0.45),5508
5184168,CR 2.0 (c2.0; r1.5) SS3,1929
5184255,RM (u4) (x18),7609
5184266,RD (f15.0; a550) (x5),6286
5184282,RD (f13.5; a510; d0.45),5019
5184409,RD (f18.0; a690),7492
5184902,RD (f15.0; a550) (x5),7313
5184646,RD (f15.0; a550) (x5),6085
5184904,RD (f18.0; a690),7480
5185238,RD (f18.0; a690),7724
5185240,RS (f18.0; a665),6348
5185245,RD (d0.45) (x2),3600
5185313,RD (f15.0; a550) (x5),6250
5185553,EL 1.0,15721
5185578,RD (d0.45) (x3),136
5185660,RS (f18.0; a665),4029
5185847,RD (f13.5; a510; d0.45),5151
5186160,RS (x1),3338
5186241,RD (f13.5; a510; d0.45),6747
5186459,RS (x1),3336
5186604,ON,2079
5186699,RD (f18.0; a690),7725
5186761,RD (f18.0; a690),13833
5186921,RD (f13.5; a510; d0.45),5952
5186928,RM (f18.0; a665; u4),5338
5186954,RS (x1),3336
5187291,RD (f13.5; a510; d0.45),5847
5187318,RS (x1),4250
5187320,RM (f18.0; a665; u4),5400
5187362,RD (f15.0; a555; d0.45),6567
5187393,RD (f15.0; a555; d0.45),9334
5187474,RM (u4) (x18),5984
5187545,RD (f9.0; a290; d0.6) (x1),4549
5187749,RT (u137) (x4),1907
5187750,RS (x1),4723
5187777,RD (f15.0; a550) (x5),7688
5187778,RD (f13.5; a510; d0.45),4997
5187827,RM (u4) (x18),3696
5187889,RD (f13.5; a510; d0.45),6455
5187934,RS (x1),3391
5188077,RT (u137) (x4),3835
5188080,RS (x1),4529
5188260,RS (x1),3638
5188517,RT (u137) (x4),2851
5188560,RD (f15.0; a555; d0.45),7552
5188587,RD (f9.0; a290; d0.6) (x1),5023
5188621,RD (f9.0; a290; d0.6) (x1),5108
5188623,RS (x1),4523
5188688,RD (f13.5; a510; d0.45),5485
5188739,CR 2.0 (c2.0; r1.5) SS3,2371
5188836,RD (f13.5; a510; d0.45),5996
5188864,RD (f21.0; a975) (x70),10506
5189099,RD (f9.0; a290; d0.6) (x1),5723
5189027,CR 2.0 (c2.0; r1.5) SS3,2441
5189030,RD (f21.0; a975) (x70),11457
5189227,RD (f21.0; a975) (x70),11458
5189289,RD (d0.45) (x1213),930
5189304,RD (d0.45) (x1213),3
5189370,RD (f9.0; a290; d0.6) (x1),6240
5189391,RS (x1),4004
5189396,CR 2.0 (c2.0; r1.5) SS3,2129
5189462,RD (f15.0; a555; d0.45),6000
5189481,RD (f15.0; a555; d0.45),6604
5189655,RT (x10),5416
5190096,RD (f13.5; a510; d0.45),5535
5189673,RD (f13.5; a510; d0.45),3129
5189747,RD (f9.0; a290; d0.6) (x1),4478
5189802,RT (u137) (x4),1961
5189831,RS (x1),2954
5189951,RD (f13.5; a510; d0.45),3272
5189956,RD (f13.5; a510; d0.45),5544
5189980,RD (f12.0; a370; d0.6),4416
5190069,RS (x1),4070
5190108,RD (f13.5; a510; d0.45),6635
5190146,RD (f13.5; a510; d0.45),7499
5190192,RT (u137) (x4),2374
5200510,RD (f13.5; a510; d0.45),5637
5190489,RD (d0.45) (x1213),3998
5190522,RD (d0.45) (x1213),4000
5190597,RS (x315),2475
5190769,RD (f15.0; a555; d0.45),15099
5190830,CR 0.3 (c0.3; r0.0) SS3  (x1133),191062
5190834,RD (f13.5; a510; d0.45),6961
5190863,RD (f13.5; a510; d0.45),6685
5190916,RS (x315),6290
5190933,RS (x315),2475
5191007,RD (d0.45) (x1213),3991
5191167,RD (f13.5; a510; d0.45),26300
5191395,RT (x10),1846
5191436,RD (f16.5; a650; d0.45) (x9),6811
5191542,RT (x10),1846
5191586,RD (f13.5; a510; d0.45),5886
5191598,RS (x315),3808
5191626,RD (d0.45) (x1213),3996
5191633,RD (f16.5; a650; d0.45) (x9),7499
5191729,RT (u137) (x4),2375
5191754,RD (f13.5; a510; d0.45),9074
5191766,RT (x10),2116
5191810,RD (d0.45) (x1213),4099
5191917,RD (d0.45) (x1213),3987
5191983,RD (f13.5; a510; d0.45),7499
5192025,RS (x315),2817
5192034,RD (f13.5; a510; d0.45),5534
5192154,RD (f16.5; a650; d0.45) (x9),260
5192207,RD (f15.0; a555; d0.45),10192
5192498,RS (x315),2770
5192574,RD (f9.0; a290; d0.6) (x1),5974
5192595,RS (x315),2817
5192634,RD (f9.0; a290; d0.6) (x1),4398
5192705,RD (f16.5; a650; d0.45) (x9),5869
5192795,RD (f16.5; a650; d0.45) (x9),6148
5192805,RS (x315),2375
5192885,RD (f13.5; a510; d0.45),10368
5192940,RD (f13.5; a510; d0.45),6035
5192986,RS (x315),2501
5193076,RT (u137) (x4),2199
5193097,RT (u137) (x4),2050
5193117,RD (f13.5; a510; d0.45),5679
5193298,RD (f13.5; a510; d0.45),5396
5193337,RS (x315),3304
5193351,RD (f13.5; a510; d0.45),9996
5193386,RD (f16.5; a650; d0.45) (x9),5276
5193525,RD (f15.0; a555; d0.45),6210
5193595,RS (x315),2935
5193633,RS (x315),2976
5193684,RD (f15.0; a555; d0.45),10786
5193702,RD (f13.5; a510; d0.45),6519
5193707,RD (d0.45) (x1213),4099
5193728,RS (x315),2367
5193841,RS (x315),3520
5193912,RS (f18.0; a665),3548
5193987,RD (d0.45) (x2),3599
5194057,RD (d0.45) (x2),4238
5194948,RD (d0.45) (x2),4601
5194953,RD (f13.5; a510; d0.45),5754
5194128,RD (f16.5; a650; d0.45) (x9),5281
5195047,RD (f13.5; a510; d0.45),5923
5194161,RD (f15.0; a555; d0.45),24881
5194308,RD (d0.45) (x1213),4907
5194312,RT (u137) (x4),2905
5194337,RD (f13.5; a510; d0.45),5734
5194338,RD (f12.0; a370; d0.6),5088
5194339,RD (f15.0; a555; d0.45),11457
5194529,RS (f18.0; a665),5914
5194849,RD (f9.0; a290; d0.6) (x1),4694
5194638,RT (u137) (x4),2508
5194711,RD (d0.45) (x2),3652
5194802,RD (d0.45) (x2),5192
5194931,RD (f13.5; a510; d0.45),5503
5195008,RD (f16.5; a650; d0.45) (x9),7471
5195131,RT (u137) (x4),2999
5195189,RD (d0.45) (x1213),3921
5195524,RD (f16.5; a650; d0.45) (x9),25
5195909,RT (x313),3646
5196104,RS (x315),3000
5196332,RD (f9.0; a290; d0.6) (x1),4580
5196415,RD (d0.45) (x2),3643
5196448,RS (x315),3635
5196459,RD (f13.5; a510; d0.45),4909
5196586,RS (x315),2774
5196674,RD (f13.5; a510; d0.45),5398
5196738,RD (f16.5; a650; d0.45) (x9),10895
5196741,RD (f9.0; a290; d0.6) (x1),4206
5196888,RD (f9.0; a290; d0.6) (x1),4095
5197007,RD (d0.45) (x2),3600
5197129,RD (f13.5; a510; d0.45),5734
5197193,RD (d0.45) (x2),3648
5197263,RD (f13.5; a510; d0.45),6757
5197346,RD (f9.0; a290; d0.6) (x1),5051
5197473,RD (f9.0; a290; d0.6) (x1),5068
5197560,RD (f13.5; a510; d0.45),7557
5197584,ON,348290
5197775,RD (f13.5; a510; d0.45),6265
5197829,RD (f9.0; a290; d0.6) (x1),5339
5197912,RM (au139.0),8876
5198073,RD (f13.5; a510; d0.45),6406
5198154,RD (d0.45) (x2),3630
5198256,RD (d0.45) (x2),3600
5198282,RM (u4) (x18),4000
5198329,RM (au139.0),5909
5198601,RD (d0.45) (x2),3601
5198708,E 1.0,2407
5198827,RM (au139.0),37090
5198850,RD (f12.0; a370) (x673),6396
5198921,RD (f12.0; a370) (x673),5363
5198963,RD (f12.0; a370) (x673),64671
5199127,RD (f9.0; a290; d0.6) (x1),4812
5199142,RD (f9.0; a290; d0.6) (x1),6595
5199208,RD (f9.0; a290; d0.6) (x1),4740
5199220,RD (f13.5; a510; d0.45),6076
5200364,RD (d0.45) (x2),3618
5199253,RT (x313),7881
5199295,RD (f13.5; a510; d0.45),6700
5199510,RM (au139.0),37953
5199581,RD (f13.5; a510; d0.45),7661
5199599,RD (f9.0; a290; d0.6) (x1),4946
5199618,RT (x25),164147
5199899,RD (f13.5; a510; d0.45),6816
5199938,RD (f13.5; a510; d0.45),5512
5199996,RD (f9.0; a290; d0.6) (x1),4515
5200343,RM (f18.0; a665; u4),3739
5200353,RD (f12.0; a370) (x673),4364
5200430,RD (f15.0; a555; d0.45),6287
5210976,RT (x166),937
5200914,RD (f16.5; a650; d0.45) (x9),15958
5200935,RM (f18.0; a665; u4),3750
5200981,RS (a500) (x191),2745
5201120,RD (f12.0; a370) (x673),9357
5201212,RM (f18.0; a665; u4),3103
5201314,RD (f15.0; a555; d0.45),7499
5201578,RD (f15.0; a555; d0.45),5469
5201622,RD (f13.5; a510; d0.45),6310
5201695,RD (f13.5; a510; d0.45),5511
5201702,RT (x166),823
5201743,RM (f18.0; a665; u4),4360
5201876,RD (f13.5; a510; d0.45),6531
5202005,RD (f9.0; a290; d0.6) (x1),4136
5202060,RD (f16.5; a650; d0.45) (x9),1375
5202210,RM (f18.0; a665; u4),3671
5202227,RM (f18.0; a665; u4),3749
5202331,RT (x166),965
5202430,RD (f16.5; a650; d0.45) (x9),1501
5202434,RD (f15.0; a550) (x5),9507
5202463,RD (f9.0; a290; d0.6) (x1),4937
5202469,RD (f9.0; a290; d0.6) (x1),4679
5202905,RD (f9.0; a290; d0.6) (x1),4562
5202917,RM (f18.0; a665; u4),3759
5203039,RM (f18.0; a665; u4),3768
5203086,RT (x166),965
5203125,RM (f18.0; a665; u4),3902
5203176,RM (f18.0; a665; u4),3768
5203253,RT (x166),1343
5203291,RD (f15.0; a555; d0.45),10643
5203345,RM (f18.0; a665; u4),3746
5203516,RD (f16.5; a650; d0.45) (x9),2279
5203518,RT (x166),1280
5203549,RD (f13.5; a510; d0.45),5399
5203562,RD (f9.0; a290; d0.6) (x1),4439
5203578,RT (x166),950
5204019,RT (x166),798
5203685,RT (x166),950
5203796,RM (f18.0; a665; u4),3367
5204084,RD (f9.0; a290; d0.6) (x1),78218
5204138,RT (x166),951
5204250,RD (f13.5; a510; d0.45),5387
5204257,RD (a370) (x663),6280
5204421,RD (f9.0; a290; d0.6) (x1),62101
5204516,RD (f9.0; a290; d0.6) (x1),4439
5204561,RT (x166),978
5204593,ON,57291
5204609,RM (f18.0; a665; u4),5182
5204727,RD (f13.5; a510; d0.45),7148
5205030,RD (f9.0; a290; d0.6) (x1),4261
5204746,RM (f18.0; a665; u4),4949
5204799,RM (f18.0; a665; u4),3949
5204838,RM (f18.0; a665; u4),3499
5204874,RT (x166),965
5205219,RD (a370) (x663),5920
5204939,RT (x166),965
5204985,RT (x166),1329
5205178,RS (a500) (x191),2744
5205278,RD (f9.0; a290; d0.6) (x1),3554
5205304,RM (f18.0; a665; u4),3748
5205313,RT (x166),1027
5205535,RS (a500) (x191),2744
5205579,RD (f13.5; a510; d0.45),5499
5206877,RD (f15.0; a550) (x5),9644
5206883,RD (f13.5; a510; d0.45),7214
5206897,RD (f13.5; a510; d0.45),7656
5205653,RT (x166),965
5206947,RD (f13.5; a510; d0.45),6380
5205714,RD (f13.5; a510; d0.45),7259
5205775,RT (x166),1343
5205814,RD (f9.0; a290; d0.6) (x1),4998
5205993,RS (a500) (x191),2745
5206102,RS (a500) (x191),2740
5206466,RD (f13.5; a510; d0.45),5332
5206199,RD (x662),5957
5206511,RD (f9.0; a290; d0.6) (x1),4325
5206284,RT (x166),1350
5206336,RM (f18.0; a665; u4),3749
5206339,RD (f13.5; a510; d0.45),8063
5206454,RM (u4) (x18),4896
5206345,RD (f13.5; a510; d0.45),6249
5206413,RM (f18.0; a665; u4),3811
5206436,RD (x662),9230
5206493,RD (f9.0; a290; d0.6) (x1),4407
5206574,RD (f13.5; a510; d0.45),7701
5206688,RT (x166),985
5206839,RS (f18.0; a665),4575
5206843,RD (f15.0; a550) (x5),6042
5207006,RD (f9.0; a290; d0.6) (x1),6788
5207117,RT (x166),995
5207204,OR,18834
5207219,RD (f15.0; a550) (x5),9647
5207226,RM (f18.0; a665; u4),3750
5207275,RD (f13.5; a510; d0.45),6720
5207357,RM (f18.0; a665; u4),5712
5207378,RM (f24.0; au139.0),7999
5207384,RT (x166),2501
5207431,RT (x166),1885
5207454,RD (f13.5; a510; d0.45),5862
5207499,RD (f13.5; a510; d0.45),4534
5207559,RD (f13.5; a510; d0.45),5395
5207577,RD (f13.5; a510; d0.45),19214
5207596,RD (f13.5; a510; d0.45),5624
5207680,RD (f13.5; a510; d0.45),6065
5207766,RD (f9.0; a290; d0.6) (x1),4294
5207816,RD (f13.5; a510; d0.45),8177
5207818,RM (f18.0; a665; u4),3750
5207956,RD (f13.5; a510; d0.45),6226
5208015,RT (x166),1453
5208104,RT (x166),2003
5208176,RD (f13.5; a510; d0.45),6050
5208275,RD (f15.0; a555; d0.45),6249
5208300,RD (f13.5; a510; d0.45),5749
5208538,RD (f13.5; a510; d0.45),7247
5208395,RM (f18.0; a665; u4),3750
5208468,RD (f13.5; a510; d0.45),5759
5208488,RD (f13.5; a510; d0.45),6227
5208630,RD (f13.5; a510; d0.45),5501
5208728,RD (f13.5; a510; d0.45),5698
5208774,RD (f13.5; a510; d0.45),5672
5208844,RD (f13.5; a510; d0.45),5511
5208852,RD (f15.0; a555; d0.45),7119
5208915,RM (f18.0; a665; u4),4339
5208982,RM (f18.0; a665; u4),3686
5208987,RD (f13.5; a510; d0.45),6725
5209036,RD (f13.5; a510; d0.45),5554
5209093,RD (f13.5; a510; d0.45),5512
5209405,RT (x166),884
5209138,RM (f18.0; a665; u4),3951
5209246,RD (f13.5; a510; d0.45),7418
5209370,RD (f15.0; a555; d0.45),7716
5209434,RD (f13.5; a510; d0.45),6073
5209477,RD (f13.5; a510; d0.45),5679
5209505,RD (f13.5; a510; d0.45),4978
5209560,RM (f18.0; a665; u4),3615
5209571,RD (f13.5; a510; d0.45),8377
5209645,RD (f13.5; a510; d0.45),5296
5209657,RD (f13.5; a510; d0.45),5919
5209692,RM (f18.0; a665; u4),3750
5209816,RT (x166),891
5209848,RM (f18.0; a665; u4),3859
5209855,RD (f13.5; a510; d0.45),6072
5209864,RD (f15.0; a550) (x5),6439
5209928,RS (a500) (x191),7897
5210226,RM (f18.0; a665; u4),4490
5210230,RD (f13.5; a510; d0.45),5562
5210274,RD (f13.5; a510; d0.45),5123
5210282,RM (f18.0; a665; u4),5924
5210339,RT (x166),891
5210349,RD (f13.5; a510; d0.45),5243
5210373,RD (f13.5; a510; d0.45),5499
5210384,RD (f13.5; a510; d0.45),3614
5210472,RD (f15.0; a550) (x5),94929
5210521,RD (f13.5; a510; d0.45),5399
5210538,RD (f13.5; a510; d0.45),5929
5210590,RM (f18.0; a665; u4),3697
5210633,RT (x166),950
5210663,RD (f13.5; a510; d0.45),5075
5210705,RM (f18.0; a665; u4),3751
5210740,RM (f18.0; a665; u4),3751
5210936,RD (f13.5; a510; d0.45),5496
5220676,RD (f9.0; a290; d0.6) (x1),4924
5211021,RD (f13.5; a510; d0.45),5499
5211247,RD (f27.0; a1375),11542
5211266,RD (f13.5; a510; d0.45),7495
5211378,RD (f13.5; a510; d0.45),5624
5211385,RM (f18.0; a665; u4),3749
5211383,RD (f13.5; a510; d0.45),5423
5211405,RT (x166),950
5211459,RD (f13.5; a510; d0.45),5113
5211483,RD (f13.5; a510; d0.45),5494
5212649,RD (f13.5; a510; d0.45),5980
5211723,RD (f13.5; a510; d0.45),5624
5211784,RD (f13.5; a510; d0.45),5760
5211812,RD (f13.5; a510; d0.45),5432
5211827,RM (f18.0; a665; u4),3597
5211855,RM (f18.0; a665; u4),3752
5211949,RM (f18.0; a665; u4),3919
5212041,RD (f15.0; a550) (x5),6011
5212404,RD (f13.5; a510; d0.45),5039
5212077,RD (f13.5; a510; d0.45),5564
5212079,RT (x166),861
5212455,RD (f15.0; a550) (x5),5962
5212224,RM (f18.0; a665; u4),3595
5212242,RD (f15.0; a550) (x5),6373
5212372,RD (f13.5; a510; d0.45),5499
5212520,RT (x7),1766
5212530,RD (f13.5; a510; d0.45),5499
5212744,RD (f13.5; a510; d0.45),6654
5212813,RM (f18.0; a665; u4),3703
5212832,RD (f13.5; a510; d0.45),5511
5212857,RT (x166),1105
5212885,RM (f18.0; a665; u4),3805
5212917,RD (f15.0; a550) (x5),4939
5212954,RD (f13.5; a510; d0.45),5482
5213084,RD (f15.0; a550) (x5),6347
5213283,RD (f13.5; a510; d0.45),5039
5213330,RD (f15.0; a550) (x5),6112
5213385,RD (f13.5; a510; d0.45),9656
5213411,RD (f13.5; a510; d0.45),5570
5213858,RM (f18.0; a665; u4),3490
5213863,RD (f13.5; a510; d0.45),5053
5213867,RT (x7),2803
5213890,RM (f18.0; a665; u4),4049
5213902,RM (f18.0; a665; u4),3630
5214163,RT (x7),35055
5214204,RD (f13.5; a510; d0.45),4989
5214300,RD (f13.5; a510; d0.45),5499
5214319,RD (f13.5; a510; d0.45),2451
5214359,RT (x6),67707
5214767,RD (f15.0; a550) (x5),8399
5214450,RD (f13.5; a510; d0.45),5534
5214503,RD (f15.0; a550) (x5),16269
5214689,RT (x7),1550
5214733,RD (f13.5; a510; d0.45),5534
5214746,RD (f13.5; a510; d0.45),6160
5214807,RD (f13.5; a510; d0.45),7947
5214969,RD (f13.5; a510; d0.45),5577
5215206,RD (f15.0; a550) (x5),6552
5215346,RD (f13.5; a510; d0.45),5016
5215350,RD (f15.0; a550) (x5),9379
5215362,RD (f13.5; a510; d0.45),5316
5215564,RT (x6),1910
5215565,RT (x6),1499
5215592,RT (x7),74402
5215680,RT (x6),1503
5215705,RD (f13.5; a510; d0.45),5624
5215834,RT (f6.0; a145) (x8),1850
5215961,RD (f13.5; a510; d0.45),5500
5216023,RD (f13.5; a510; d0.45),5534
5216093,RD (f13.5; a510; d0.45),5855
5216147,RD (f15.0; a550) (x5),6200
5216174,RD (f15.0; a550) (x5),7621
5216175,RT (f6.0; a145) (x8),2268
5216424,RD (f13.5; a510; d0.45),33793
5216751,RD (f13.5; a510; d0.45),5258
5216483,RD (f13.5; a510; d0.45),5499
5216554,RD (f13.5; a510; d0.45),5498
5216892,RT (f6.0; a145) (x8),1572
5216591,RT (f6.0; a145) (x8),4022
5216705,RD (f13.5; a510; d0.45),5680
5216789,RD (f13.5; a510; d0.45),5498
5216835,RT (f6.0; a145) (x8),1571
5216889,RT (x6),1770
5217040,RT (x6),1770
5217067,RD (f13.5; a510; d0.45),6748
5217163,RD (f13.5; a510; d0.45),5499
5217222,RD (f13.5; a510; d0.45),5444
5217240,RD (f13.5; a510; d0.45),4977
5217307,RT (x7),1899
5217442,RD (f9.0; a290; d0.6) (x1),5091
5217509,RD (f13.5; a510; d0.45),5516
5217516,RT (f6.0; a145) (x8),1582
5217529,RD (f13.5; a510; d0.45),5499
5217547,RD (f9.0; a290; d0.6) (x1),5091
5217582,RD (f15.0; a550) (x5),5147
5217762,RD (f13.5; a510; d0.45),5499
5217772,RD (f13.5; a510; d0.45),5511
5217797,RD (f13.5; a510; d0.45),5212
5217844,RD (f13.5; a510; d0.45),5499
