parcel_id,zoning,lot_sqft
10804000120,1110,0
10804000130,1110,0
10804000142,1120,0
10804000150,1110,0
10804000175,1120,0
10804000200,1010,0
10804000210,1010,1659
10804000220,1010,1297
10804008190,1114,0
10805000010,1110,0
10807000020,1140,0
10807000030,1110,0
10807000040,1010,0
10807000050,1111,0
10807000060,1111,0
10807000070,1130,0
10807000080,1120,0
10807000090,1110,0
10807000095,5000,892
10807000100,1310,1350
10807000125,1185,22192
10807000190,1140,0
10807000200,1140,0
10807000210,1120,0
10809000210,1130,0
10809000220,1110,0
10809000230,1110,0
10811000010,5000,1740
10811000020,1110,0
10811000030,1110,0
10811000040,1110,0
10811000050,1110,0
10811000060,1110,0
10811000070,1110,0
10811000080,1110,0
10811000095,1130,0
10811000110,1185,0
10812000100,6700,0
10812000110,6700,0
10812000120,6700,0
10812000130,6700,0
10812000140,6700,0
10812000150,6700,0
10812000160,6700,0
10812000170,6700,0
10812000180,6700,0
10812000190,6700,0
10812000200,6700,0
10813000030,1110,0
10813000040,1110,0
10813000050,1120,0
10815000065,1140,0
10815000070,1110,0
10815000075,0,1500
10815000085,0,1500
10815000090,1010,0
10815000100,1110,0
10815000110,1110,0
10815000120,1120,0
10815000130,1120,0
10815000140,1130,0
10815000155,1010,0
10815000170,1110,0
10815000175,1120,0
10818000100,1110,0
10818000110,1130,0
10818000120,1110,0
10818000130,1120,0
10818000140,1123,0
10818000150,1110,0
10818008011,1115,0
10819000020,1110,0
10819000040,1110,0
10819000050,1110,0
10819000060,1010,0
10819000075,1010,0
10819000080,1110,0
10819000090,1110,0
10827008805,1115,0
10828000049,5000,15500
10828008011,1115,0
10829000010,5000,0
10829000020,5000,0
10829000030,5000,8680
10829000040,5000,15500
10830000026,1145,0
10831000010,5000,31109
10832000020,5000,19050
10832000030,5000,3450
10832008011,1115,0
10833000010,5820,9450
10838000290,1185,4424
10838000310,1123,0
10838000320,1110,0
10838000330,5000,3815
10838000351,1110,3028
10838000352,1110,2854
10838000353,1110,2985
10838000354,1110,2985
10838000355,1110,2539
10838000356,1110,2694
10838000357,1110,2880
10838000358,1010,1015
10838000360,5000,4073
10838000390,1110,0
10848000250,1140,0
10848000260,1110,0
10848000270,1110,0
10848000280,1010,0
10848000290,5000,2894
10848000300,5390,13951
10848000505,5000,7718
10848000620,5000,97138
10849000010,5000,76840
10849000040,5000,24139
10849000080,5000,18488
10850000010,5530,31493
10851000010,3000,127369
10870000046,3000,132988
10872000010,3000,84070
10872000020,2190,57194
10872000030,4800,126760
10872000041,4412,187830
10874000020,5000,152112
10874000050,3000,170325
10874000060,5000,176832
10877000021,1111,0
10877000031,1111,0
10877000040,1185,6650
10877000050,1185,5180
10877000060,1140,0
10879000060,5000,4498
10880000010,5000,194321
10880000020,4800,0
10880000030,4800,94496
10880000040,4800,0
10883000010,3000,875687
10883000020,5000,784
10884000010,3000,172236
10884000020,5000,784
10884000030,5000,18034
10885000011,5000,115303
10886000012,5000,100711
10890000010,1010,0
10908000030,5000,6665
10908000040,5000,6033
10908000050,5000,4650
10909000010,5000,15500
10909000025,5000,22882
10909000040,5000,13950
10910000020,5000,7500
